requestid,tokenid,reconciliationidentity,versionnumber,serialnumber,manufacturername,workgroup,modifieddate,totalphysicalmemory,createdate,numberofslots,ReconciliationRuleId
000000000008089|000000000082591,,OI-8FE51FB87A6F11EFB8DF52F50F8528D8,Version - v3.4.0,,hp,QA,1727180664,10,1727180198,4,130
000000000008025|000000000082527,,OI-8DA5A8D07A6F11EFB82D52F50F8528D8,Version - v3.4.0,,hp,QA,1727180664,10,1727180165,4,130
000000000008420|000000000082922,,OI-8E1A7E9E7A6F11EFB84E52F50F8528D8,Version - v3.4.0,,hp,QA,1727180664,10,1727180369,4,130
000000000008151|000000000082653,,OI-8F8C5D607A6F11EFB8C252F50F8528D8,Version - v3.4.0,,hp,QA,1727180664,10,1727180230,4,130
000000000009090|000000000083592,Sys1 4909113584775437-d3c5-40a2-b7d8-61bac2fb59b4,OI-A39759707A7111EFBC8252F50F8528D8,Version - v2.0.0,84775437-d3c5-40a2-b7d8-61bac2fb59b4,ibm,perf engineering,1727181496,14,1727181129,4,100
000000000003254|000000000053061,,OI-68146E7E783C11EFAAD352F50F8528D8,WC Auto Version,4be181ec-3300-4d11-9503-cd933cf92dbd,intel,perf engineering,1726938998,8,1726936786,8,120
000000000008306|000000000082808,,OI-8E1AD2B87A6F11EFB84F52F50F8528D8,Version - v3.4.0,,hp,QA,1727180664,10,1727180310,4,130
000000000003251|000000000053055,,OI-5B7F5390783C11EFB82D52F50F8528D8,WC Auto Version,c1d2bc2b-f232-4f78-af72-253d2a18b1aa,intel,perf engineering,1726938997,8,1726936786,8,120
000000000008379|000000000082881,,OI-8DA7AF047A6F11EFB82E52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180347,4,130
000000000008355|000000000082857,,OI-8F91A8A67A6F11EFB8C452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180335,4,130
000000000008205|000000000082707,,OI-8DAD2C367A6F11EFB83052F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180258,4,130
000000000008183|000000000082685,,OI-8F930DF47A6F11EFB8C552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180247,4,130
000000000008410|000000000082912,,OI-8DB56DE27A6F11EFB83152F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180363,4,130
000000000008232|000000000082734,,OI-8F9370467A6F11EFB8C652F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180272,4,130
000000000008304|000000000082806,,OI-8F941D487A6F11EFB8C752F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180309,4,130
000000000008265|000000000082767,,OI-8B6D46867A6F11EFB78752F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180289,4,130
000000000003272|000000000053313,,OI-5B7E61E2783C11EFB82652F50F8528D8,WC Auto Version,bb3689da-6e53-4984-822d-5eebd16dbe85,intel,perf engineering,1726938998,8,1726936787,8,120
000000000008466|000000000082968,,OI-8EB0F84C7A6F11EFB88352F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180392,4,130
000000000008358|000000000082860,,OI-8F960C5C7A6F11EFB8C952F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180337,4,130
000000000008223|000000000082725,,OI-8D9A35867A6F11EFB82952F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180268,4,130
000000000009049|000000000083551,PC1 67993711cb93881b-4ec8-4df2-a28e-9997c4bad490,OI-A3E404AA7A7111EFBCA452F50F8528D8,Version - v2.0.0,cb93881b-4ec8-4df2-a28e-9997c4bad490,ibm,perf engineering,1727181496,14,1727181108,4,100
000000000000146|000000000002340,0,OI-298CB98A771B11EFBC3052F50F8528D8,WC Auto Version,b59b0838-ac03-448a-a5c2-f746a16e2203,Manufacturer1,perf engineering,1726934935,4,1726475515,8,110
000000000008273|000000000082775,,OI-8DB7D1687A6F11EFB83252F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180293,4,130
000000000008344|000000000082846,,OI-8F98A4B27A6F11EFB8CA52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180329,4,130
000000000008127|000000000082629,,OI-8D24E9CA7A6F11EFB80352F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180218,4,130
000000000008162|000000000082664,,OI-8F9916C27A6F11EFB8CB52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180236,4,130
000000000008075|000000000082577,,OI-8D9AC0467A6F11EFB82A52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180191,4,130
000000000000542|000000000008769,,OI-C1FA469477E611EF88A052F50F8528D8,WC Auto Version,52537f4a-4963-4c43-a31e-b47735ae31e1,Manufacturer1,perf engineering,1726934936,4,1726901669,8,110
000000000007991|000000000082493,,OI-8F9A1F407A6F11EFB8CC52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180147,4,130
000000000008279|000000000082781,,OI-8D2BF3507A6F11EFB80452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180296,4,130
000000000008132|000000000082634,,OI-8CCE79AA7A6F11EFB7EB52F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180220,4,130
000000000008269|000000000082771,,OI-8F36C7CE7A6F11EFB8AA52F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180291,4,130
000000000000731|000000000011895,,OI-BC524BEC77E611EFB85F52F50F8528D8,WC Auto Version,448365a8-8c31-4b8e-a2ed-dc5378ebce93,Manufacturer1,perf engineering,1726934936,4,1726901696,8,110
000000000008069|000000000082571,,OI-8D3A7AF67A6F11EFB80F52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180188,4,130
000000000002010|000000000032754,,OI-74E5C5EE783211EFB47952F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926710,8,130
000000000000518|000000000008367,,OI-C167236E77E611EFBFE952F50F8528D8,WC Auto Version,5bfe2b08-5fc5-4575-895b-9f54720cd102,Manufacturer1,perf engineering,1726934935,4,1726901665,8,110
000000000008138|000000000082640,,OI-8AC390DC7A6F11EFB74952F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180223,4,130
000000000008426|000000000082928,,OI-8F9F4DBC7A6F11EFB8CD52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180372,4,130
000000000008366|000000000082868,,OI-8DC09FF07A6F11EFB83352F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180341,4,130
000000000003293|000000000053642,,OI-618FA992783C11EFA27A52F50F8528D8,WC Auto Version,032338f2-4345-4ec6-99db-0c6633c5a19f,intel,perf engineering,1726938999,8,1726936789,8,120
000000000008130|000000000082632,,OI-8FA106A27A6F11EFB8CE52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180219,4,130
000000000001754|000000000028519,,OI-5857FA82783211EF843E52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934937,4,1726926692,8,130
000000000008152|000000000082654,,OI-8E1C8A4A7A6F11EFB85152F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180231,4,130
000000000008120|000000000082622,,OI-8E20A2C47A6F11EFB85252F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180214,4,130
000000000009120|000000000083622,PC1 61029096b755433-3467-4d2c-ac5f-a3c3f9bb4cec,OI-A5012B7E7A7111EFBCF752F50F8528D8,Version - v2.0.0,6b755433-3467-4d2c-ac5f-a3c3f9bb4cec,ibm,perf engineering,1727181498,14,1727181144,4,100
000000000001749|000000000028436,,OI-70C36C50783211EFAD4052F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926692,8,130
000000000008373|000000000082875,,OI-8FA841427A6F11EFB8CF52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180344,4,130
000000000008234|000000000082736,,OI-8E20DDA27A6F11EFB85352F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180273,4,130
000000000008424|000000000082926,,OI-8FAA33A87A6F11EFB8D052F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180371,4,130
000000000008054|000000000082556,,OI-8D9EC0EC7A6F11EFB82B52F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180180,4,130
000000000001727|000000000028163,,OI-8057EF38783211EFB4FF52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926691,8,130
000000000008291|000000000082793,,OI-8E2120467A6F11EFB85452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180303,4,130
000000000008387|000000000082889,,OI-8FE579FE7A6F11EFB8E052F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180352,4,130
000000000008405|000000000082907,,OI-8DCC8FC27A6F11EFB83452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180361,4,130
000000000008102|000000000082604,,OI-8E22AE3E7A6F11EFB85552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180205,4,130
000000000008143|000000000082645,,OI-8FE611FC7A6F11EFB8E152F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180226,4,130
000000000003308|000000000053971,,OI-618E8A3A783C11EFA27752F50F8528D8,WC Auto Version,c7f2f53e-7dc3-48a8-bd51-7e5233d9e090,intel,perf engineering,1726938998,8,1726936789,8,120
000000000003302|000000000053806,,OI-61909F32783C11EFA27E52F50F8528D8,WC Auto Version,e6a389dc-6a44-40e6-9779-34868b0daa68,intel,perf engineering,1726938997,8,1726936789,8,120
000000000008144|000000000082646,,OI-8E22D40E7A6F11EFB85652F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180227,4,130
000000000008003|000000000082505,,OI-8BAD31887A6F11EFB79152F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180153,4,130
000000000008470|000000000082972,,OI-90CB26C07A6F11EFB92252F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180394,4,130
000000000008448|000000000082950,,OI-8D448AA07A6F11EFB81052F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180383,4,130
000000000008050|000000000082552,,OI-8FE658427A6F11EFB8E352F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180178,4,130
000000000008195|000000000082697,,OI-90CC27AA7A6F11EFB92352F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180253,4,130
000000000008186|000000000082688,,OI-8DCE62D47A6F11EFB83552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180249,4,130
000000000001737|000000000028238,,OI-4E3C4C42783211EFB1CD52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926691,8,130
000000000008226|000000000082728,,OI-90CC8E207A6F11EFB92452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180269,4,130
000000000003317|000000000054050,,OI-61929A8A783C11EFA28152F50F8528D8,WC Auto Version,d4aaa31f-fe1b-419a-9ef3-7f0913ef32c9,intel,perf engineering,1726938997,8,1726936790,8,120
000000000003312|000000000054038,,OI-5B7D482A783C11EFB82152F50F8528D8,WC Auto Version,85bd02fc-2ba3-4caf-bd25-ce2333111170,intel,perf engineering,1726938998,8,1726936790,8,120
000000000008140|000000000082642,,OI-8E2C53127A6F11EFB85752F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180224,4,130
000000000001736|000000000028232,,OI-5311F78A783211EFBA0252F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926691,8,130
000000000008065|000000000082567,,OI-8D4826BA7A6F11EFB81152F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180186,4,130
000000000003311|000000000054035,,OI-61C3ACEC783C11EFA29052F50F8528D8,WC Auto Version,9d0821de-8840-4c35-b47e-41ecd5b432fd,intel,perf engineering,1726938999,8,1726936790,8,120
000000000008318|000000000082820,,OI-90CD9D4C7A6F11EFB92552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180316,4,130
000000000008256|000000000082758,,OI-8FF48ACA7A6F11EFB8E552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180285,4,130
000000000003320|000000000054104,,OI-73DE9D42783C11EFBB5B52F50F8528D8,WC Auto Version,a1efc823-17cb-4173-8277-bda35e80b171,intel,perf engineering,1726938997,8,1726936790,8,120
000000000003332|000000000054327,,OI-618DF1A6783C11EFA27652F50F8528D8,WC Auto Version,ce5817ea-cbcb-49bb-91f2-186826307cc1,intel,perf engineering,1726939000,8,1726936791,8,120
000000000003333|000000000054332,,OI-7330712C783C11EFBAE852F50F8528D8,WC Auto Version,2e4f0c83-96d2-48e2-8f30-3116df68e480,intel,perf engineering,1726938998,8,1726936791,8,120
000000000003327|000000000054221,,OI-6796FB92783C11EFAAAC52F50F8528D8,WC Auto Version,4ce98cd7-ff7b-49a1-b93f-2214216a96c2,intel,perf engineering,1726938999,8,1726936791,8,120
000000000003338|000000000054457,,OI-6D83F91A783C11EFB2CB52F50F8528D8,WC Auto Version,c9291846-7309-44b5-9adb-bd7a3259c5a3,intel,perf engineering,1726938999,8,1726936791,8,120
000000000003343|000000000054528,,OI-7EB98592783C11EF9F7252F50F8528D8,WC Auto Version,1ecfbf44-a7c4-457c-8c85-5959c2bfd254,intel,perf engineering,1726938998,8,1726936792,8,120
000000000003342|000000000054525,,OI-6DD4F9FA783C11EFB2E452F50F8528D8,WC Auto Version,9afbc6b5-f932-4aa7-95f3-6b539205f834,intel,perf engineering,1726938999,8,1726936792,8,120
000000000003354|000000000054718,,OI-5B7E209C783C11EFB82452F50F8528D8,WC Auto Version,917c9dcf-14dd-41fc-a618-91ca19e30f3e,intel,perf engineering,1726938998,8,1726936793,8,120
000000000008364|000000000082866,,OI-8D331D1A7A6F11EFB80552F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180340,4,130
000000000001730|000000000028193,,OI-4E3E4E7A783211EFB1DD52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926691,8,130
000000000003365|000000000054879,,OI-7EB20EB6783C11EF9F6452F50F8528D8,WC Auto Version,b4e7e875-8f59-46db-a742-bc084c060d89,intel,perf engineering,1726938998,8,1726936793,8,120
000000000000728|000000000011815,,OI-C1562B5E77E611EFBFD952F50F8528D8,WC Auto Version,cfe4b977-3ac5-4c90-8706-67a27eb8db3d,Manufacturer1,perf engineering,1726934936,4,1726901695,8,110
000000000003368|000000000054920,,OI-5B7D44C4783C11EFB82052F50F8528D8,WC Auto Version,ba5a8421-dc9a-41f1-9ba3-d74198dfcd50,intel,perf engineering,1726938998,8,1726936793,8,120
000000000008082|000000000082584,,OI-8D4864047A6F11EFB81252F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180194,4,130
000000000002003|000000000032634,,OI-6147094E783211EF941A52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926710,8,130
000000000001746|000000000028416,,OI-57C3AFBC783211EF83D352F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934937,4,1726926692,8,130
000000000008235|000000000082737,,OI-90CEDEA07A6F11EFB92652F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180274,4,130
000000000003371|000000000055015,,OI-5B7F67CC783C11EFB82E52F50F8528D8,WC Auto Version,27e2dbaa-1519-4942-808a-268fecdfdf02,intel,perf engineering,1726938997,8,1726936794,8,120
000000000008311|000000000082813,,OI-8F3D948C7A6F11EFB8AB52F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180313,4,130
000000000008288|000000000082790,,OI-8FF65A127A6F11EFB8E652F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180301,4,130
000000000003395|000000000055365,,OI-7330EC56783C11EFBAEA52F50F8528D8,WC Auto Version,33c5ecd8-59e2-479c-a6a3-50e7569c1183,intel,perf engineering,1726938998,8,1726936795,8,120
000000000003392|000000000055357,,OI-5B7D3D76783C11EFB81F52F50F8528D8,WC Auto Version,d75f065a-faaa-4b4e-acfc-6b9d454d690e,intel,perf engineering,1726938998,8,1726936795,8,120
000000000003398|000000000055408,,OI-678D8EAE783C11EFAAA352F50F8528D8,WC Auto Version,83d1278d-ca9d-477f-be87-1b1f83cb59e0,intel,perf engineering,1726938998,8,1726936795,8,120
000000000007969|000000000082471,,OI-8CAE69B27A6F11EFB7D952F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180135,4,130
000000000001784|000000000028916,,OI-6FE27C5E783211EFAC6952F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926694,8,130
000000000001763|000000000028701,,OI-75765C6C783211EFB4FA52F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926693,8,130
000000000003411|000000000055652,,OI-5B7F3180783C11EFB82B52F50F8528D8,WC Auto Version,1fc6498d-3f87-42d3-80d9-408e0f4d1d97,intel,perf engineering,1726938997,8,1726936796,8,120
000000000003422|000000000055809,,OI-732D08D4783C11EFBAE152F50F8528D8,WC Auto Version,47823c97-2da9-4ae3-ad60-e764ded9050e,intel,perf engineering,1726938998,8,1726936797,8,120
000000000003439|000000000056062,,OI-79BDF726783C11EF97E952F50F8528D8,WC Auto Version,6b03862e-e540-480e-af7f-bb7ffe28243e,intel,perf engineering,1726938998,8,1726936798,8,120
000000000005322|000000000079824,,OI-6AE8A2A47A6811EFB4C052F50F8528D8,WC Auto Version Virtual,11226a2a-eb57-4988-8fd5-cc1dd06edea3,dell,,1727177653,12,1727176515,8,120
000000000003429|000000000055947,,OI-73465348783C11EFBAF752F50F8528D8,WC Auto Version,e464fab2-957d-42ea-8b8c-8eebe3862cf0,intel,perf engineering,1726938998,8,1726936798,8,120
000000000000611|000000000009935,,OI-C6CE6C4A77E611EF90BB52F50F8528D8,WC Auto Version,caab7345-c788-4e54-af26-8b0576b83a39,Manufacturer1,perf engineering,1726934936,4,1726901680,8,110
000000000001764|000000000028710,,OI-6152326A783211EF942352F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926693,8,130
000000000001772|000000000028832,,OI-61463D84783211EF941752F50F8528D8,WC Auto Version,,Manufacturer1,perf engineering,1726934936,4,1726926694,8,130
000000000003447|000000000056244,,OI-6790068E783C11EFAAAA52F50F8528D8,WC Auto Version,7a41fbe3-c61a-45bf-8bfe-9a21b44f312b,intel,perf engineering,1726938999,8,1726936799,8,120
000000000000692|000000000011258,,OI-BC527D6A77E611EFB86052F50F8528D8,WC Auto Version,268ed1fb-8457-43fd-a2f8-94227561015c,Manufacturer1,perf engineering,1726934935,4,1726901691,8,110
000000000003452|000000000056338,,OI-6190ECA8783C11EFA27F52F50F8528D8,WC Auto Version,c7750201-3176-4ced-860c-726df19821a9,intel,perf engineering,1726938997,8,1726936799,8,120
000000000003455|000000000056387,,OI-6196E842783C11EFA28552F50F8528D8,WC Auto Version,7903d4d7-4960-4698-a567-9553c7b66dd6,intel,perf engineering,1726938998,8,1726936800,8,120
000000000000560|000000000009076,,OI-B6FFCD4077E611EFB04452F50F8528D8,WC Auto Version,95cdcc85-af9d-4045-81a7-588b0d68399a,Manufacturer1,perf engineering,1726934936,4,1726901672,8,110
000000000008327|000000000082829,,OI-8E85D1DA7A6F11EFB87552F50F8528D8,Version - v3.4.0,,hp,QA,1727180670,10,1727180321,4,130
000000000003458|000000000056393,,OI-61965508783C11EFA28452F50F8528D8,WC Auto Version,1bd4a002-c082-483c-95f9-9a065c6ae83c,intel,perf engineering,1726938997,8,1726936800,8,120
000000000003465|000000000056494,,OI-6196297A783C11EFA28352F50F8528D8,WC Auto Version,c672965a-1f09-4188-86c7-894da8853b4a,intel,perf engineering,1726938997,8,1726936800,8,120
000000000003476|000000000056689,,OI-6D84E6E0783C11EFB2CD52F50F8528D8,WC Auto Version,ea9db4d0-2118-440b-8ea0-892b5dcf78d3,intel,perf engineering,1726938998,8,1726936801,8,120
000000000000749|000000000012189,,OI-BC5358FC77E611EFB86152F50F8528D8,WC Auto Version,c9ea6cf9-8118-4546-bf38-f6c55cc9ebee,Manufacturer1,perf engineering,1726934935,4,1726901698,8,110
000000000008070|000000000082572,,OI-8FE9CC0C7A6F11EFB8E452F50F8528D8,Version - v3.4.0,,hp,QA,1727180665,10,1727180188,4,130
000000000003473|000000000056681,,OI-67E44050783C11EFAAB952F50F8528D8,WC Auto Version,b7cd4aa6-e480-4613-82ba-03c318e2bf2b,intel,perf engineering,1726938999,8,1726936800,8,120
000000000000615|000000000009973,,OI-C155E65877E611EFBFD852F50F8528D8,WC Auto Version,37bd4ac3-d310-45ee-959a-d57ebb9b35d1,Manufacturer1,perf engineering,1726934936,4,1726901680,8,110
000000000003479|000000000056779,,OI-79472B5A783C11EF977752F50F8528D8,WC Auto Version,46d25d20-fd08-4ffa-9dbc-a624c712401f,intel,perf engineering,1726938998,8,1726936801,8,120
000000000003490|000000000056916,,OI-680DE0FE783C11EFAACC52F50F8528D8,WC Auto Version,146bc4c7-19fe-4cfe-ba73-f68ea9309d60,intel,perf engineering,1726938998,8,1726936802,8,120
000000000008454|000000000082956,,OI-9043BFB47A6F11EFB8FF52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180386,4,130
000000000008375|000000000082877,,OI-908B8D6C7A6F11EFB91352F50F8528D8,Version - v3.4.0,,hp,QA,1727180663,10,1727180345,4,130
000000000003497|000000000056991,,OI-5B7FE94A783C11EFB83052F50F8528D8,WC Auto Version,649cbd30-acbc-45cd-8dec-4872511bfe23,intel,perf engineering,1726938997,8,1726936802,8,120
000000000003500|000000000057076,,OI-678F942E783C11EFAAA752F50F8528D8,WC Auto Version,77e046b8-1263-4dd8-b2a7-d4f68f16d5df,intel,perf engineering,1726938998,8,1726936803,8,120
000000000007980|000000000082482,,OI-90CEF0F27A6F11EFB92752F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180141,4,130
000000000008135|000000000082637,,OI-8FF9C3F07A6F11EFB8E752F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180222,4,130
000000000008004|000000000082506,,OI-90CFA6827A6F11EFB92852F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180154,4,130
000000000008464|000000000082966,,OI-8A7B46107A6F11EFB72E52F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180391,4,130
000000000008349|000000000082851,,OI-902EF1247A6F11EFB8F452F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180332,4,130
000000000008155|000000000082657,,OI-8D3687AC7A6F11EFB80752F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180232,4,130
000000000008274|000000000082776,,OI-8FF9F2947A6F11EFB8E852F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180294,4,130
000000000008458|000000000082960,,OI-90D0A38E7A6F11EFB92952F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180388,4,130
000000000008303|000000000082805,,OI-8DCE9DB27A6F11EFB83652F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180309,4,130
000000000008374|000000000082876,,OI-8E89A6CA7A6F11EFB87752F50F8528D8,Version - v3.4.0,,hp,QA,1727180667,10,1727180345,4,130
000000000008160|000000000082662,,OI-8AD8A9E07A6F11EFB75B52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180235,4,130
000000000008076|000000000082578,,OI-8C80BEE07A6F11EFB7D252F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180191,4,130
000000000008029|000000000082531,,OI-900268B67A6F11EFB8E952F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180167,4,130
000000000008051|000000000082553,,OI-8AC42D447A6F11EFB74A52F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180178,4,130
000000000007966|000000000082468,,OI-8E2FF5447A6F11EFB85852F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180133,4,130
000000000008126|000000000082628,,OI-8E32402E7A6F11EFB85952F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180217,4,130
000000000008063|000000000082565,,OI-8E35A2647A6F11EFB85A52F50F8528D8,Version - v3.4.0,,hp,QA,1727180668,10,1727180184,4,130
000000000008393|000000000082895,,OI-8AE248927A6F11EFB75C52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180355,4,130
000000000008090|000000000082592,,OI-8E4CDE3E7A6F11EFB86252F50F8528D8,Version - v3.4.0,,hp,QA,1727180669,10,1727180199,4,130
000000000003437|000000000056052,,OI-5B7D352E783C11EFB81E52F50F8528D8,WC Auto Version,3198fe19-cb21-450c-93cf-bdaa7e8a98fa,intel,perf engineering,1726938998,8,1726936798,8,120
000000000003257|000000000053087,,OI-5B80F2E0783C11EFB83552F50F8528D8,WC Auto Version,bbd794c0-e71f-4af2-b175-87eafc4398ff,intel,perf engineering,1726939000,8,1726936786,8,120
000000000003137|000000000051140,,OI-5B80EB06783C11EFB83452F50F8528D8,WC Auto Version,1ac705dc-2725-4073-9b48-429021a2c9ed,intel,perf engineering,1726939000,8,1726936779,8,120
000000000003222|000000000052567,,OI-5B80DFBC783C11EFB83252F50F8528D8,WC Auto Version,dd1b05b0-fa1e-4f11-a1ab-2473e8c368f4,intel,perf engineering,1726939000,8,1726936785,8,120
000000000003084|000000000050237,,OI-5B80E200783C11EFB83352F50F8528D8,WC Auto Version,9939d1af-0d73-4796-98af-61e0593fe940,intel,perf engineering,1726939000,8,1726936775,8,120
000000000008253|000000000082755,,OI-8F0964967A6F11EFB89F52F50F8528D8,Version - v3.4.0,,hp,QA,1727180669,10,1727180283,4,130
000000000008422|000000000082924,,OI-90D3E4687A6F11EFB92A52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180370,4,130
000000000008077|000000000082579,,OI-8C16A6227A6F11EFB7A652F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180192,4,130
000000000003410|000000000055642,,OI-618D278A783C11EFA27452F50F8528D8,WC Auto Version,f6aee923-f9ab-418a-bbe0-fc2ea4ed48c6,intel,perf engineering,1726939000,8,1726936796,8,120
000000000008368|000000000082870,,OI-9008E6A07A6F11EFB8EA52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180342,4,130
000000000008010|000000000082512,,OI-8D4C567C7A6F11EFB81352F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180157,4,130
000000000007990|000000000082492,,OI-8B0E30A67A6F11EFB75D52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180146,4,130
000000000008369|000000000082871,,OI-900AAF447A6F11EFB8EB52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180342,4,130
000000000008042|000000000082544,,OI-8CF502287A6F11EFB7F552F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180173,4,130
000000000008384|000000000082886,,OI-8B0E41EA7A6F11EFB75E52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180350,4,130
000000000008074|000000000082576,,OI-8E58313A7A6F11EFB86352F50F8528D8,Version - v3.4.0,,hp,QA,1727180669,10,1727180190,4,130
000000000007972|000000000082474,,OI-8DD031C27A6F11EFB83752F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180137,4,130
000000000008467|000000000082969,,OI-8B0E76D87A6F11EFB75F52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180393,4,130
000000000008128|000000000082630,,OI-901038887A6F11EFB8ED52F50F8528D8,Version - v3.4.0,,hp,QA,1727180666,10,1727180218,4,130
